year,gender,name,count
2004,M,DAVID,6370
2004,M,DANIEL,6171
2004,M,PABLO,6110
2004,M,ADRIAN,4816
2004,M,ALVARO,4707
2004,M,JAVIER,4674
2004,M,SERGIO,3831
2004,M,CARLOS,3371
2004,M,MARCOS,3157
2004,M,IVAN,3143
2004,M,HUGO,3138
2004,M,MARIO,2956
2004,M,JORGE,2936
2004,M,DIEGO,2905
2004,M,MIGUEL,2717
2004,M,MANUEL,2689
2004,M,RAUL,2606
2004,M,RUBEN,2458
2004,M,ANTONIO,2380
2004,M,JUAN,2253
2004,M,ALEX,2069
2004,M,VICTOR,2067
2004,M,MARC,2008
2004,M,ALBERTO,1888
2004,M,JESUS,1714
2004,M,IKER,1712
2004,M,ANGEL,1709
2004,M,FRANCISCO,1687
2004,M,OSCAR,1584
2004,M,JOSE,1572
2004,M,SAMUEL,1492
2004,M,JAIME,1486
2004,M,ISMAEL,1414
2004,M,PAU,1412
2004,M,NICOLAS,1381
2004,M,LUIS,1286
2004,M,MIGUEL ANGEL,1284
2004,M,PEDRO,1261
2004,M,GONZALO,1249
2004,M,IGNACIO,1240
2004,M,GUILLERMO,1230
2004,M,RAFAEL,1203
2004,M,GABRIEL,1195
2004,M,JOEL,1168
2004,M,FERNANDO,1149
2004,M,FRANCISCO JAVIER,1122
2004,M,LUCAS,1083
2004,M,CRISTIAN,1068
2004,M,AARON,1029
2004,M,ANDRES,1027
2004,M,JOSE ANTONIO,1024
2004,M,POL,1004
2004,M,RODRIGO,1000
2004,M,JOAN,994
2004,M,HECTOR,982
2004,M,JOSE MANUEL,982
2004,M,AITOR,968
2004,M,ARNAU,883
2004,M,SANTIAGO,869
2004,M,ENRIQUE,864
2004,M,IZAN,849
2004,M,ROBERTO,812
2004,M,ERIC,777
2004,M,EDUARDO,760
2004,M,JORDI,757
2004,M,MARTIN,717
2004,M,UNAI,699
2004,M,ASIER,688
2004,M,JOSE LUIS,685
2004,M,JUAN JOSE,661
2004,M,SERGI,659
2004,M,ADRIA,649
2004,M,MOHAMED,648
2004,M,GERARD,637
2004,M,KEVIN,617
2004,M,JUAN MANUEL,610
2004,M,JOSE MARIA,592
2004,M,MARCO,583
2004,M,BORJA,579
2004,M,ORIOL,558
2004,M,CHRISTIAN,547
2004,M,JUAN CARLOS,536
2004,M,YERAY,528
2004,M,JUAN ANTONIO,521
2004,M,XAVIER,502
2004,M,ISAAC,494
2004,M,FRANCISCO JOSE,486
2004,M,JON,473
2004,M,JOAQUIN,472
2004,M,CESAR,467
2004,M,GUILLEM,467
2004,M,ALBERT,454
2004,M,MARTI,449
2004,M,JONATHAN,447
2004,M,MIKEL,438
2004,M,MATEO,436
2004,M,DARIO,434
2004,M,RICARDO,430
2004,M,ALFONSO,427
2005,F,LUCIA,10358
2005,F,MARIA,7983
2005,F,PAULA,6831
2005,F,LAURA,5402
2005,F,MARTA,4721
2005,F,ALBA,4057
2005,F,CLAUDIA,4025
2005,F,CARLA,3720
2005,F,ANDREA,3529
2005,F,SARA,3414
2005,F,NEREA,3096
2005,F,IRENE,2878
2005,F,ANA,2770
2005,F,NATALIA,2640
2005,F,JULIA,2471
2005,F,ELENA,2329
2005,F,CARMEN,2302
2005,F,SOFIA,2261
2005,F,MARINA,2071
2005,F,CRISTINA,1983
2005,F,AINHOA,1921
2005,F,ROCIO,1787
2005,F,ANGELA,1725
2005,F,DANIELA,1717
2005,F,ALEJANDRA,1596
2005,F,NURIA,1471
2005,F,AITANA,1462
2005,F,SANDRA,1406
2005,F,INES,1309
2005,F,LAIA,1234
2005,F,ALICIA,1182
2005,F,CANDELA,1180
2005,F,RAQUEL,1148
2005,F,PATRICIA,1147
2005,F,ADRIANA,1135
2005,F,CELIA,1128
2005,F,EVA,1124
2005,F,CLARA,1120
2005,F,ARIADNA,1075
2005,F,NOELIA,1070
2005,F,SILVIA,1022
2005,F,CARLOTA,978
2005,F,MARTINA,976
2005,F,BLANCA,974
2005,F,CAROLINA,973
2005,F,ISABEL,971
2005,F,MIRIAM,924
2005,F,LORENA,854
2005,F,NOA,851
2005,F,AINARA,830
2005,F,BEATRIZ,810
2005,F,VICTORIA,774
2005,F,AROA,772
2005,F,LIDIA,769
2005,F,MIREIA,767
2005,F,EMMA,728
2005,F,MAR,717
2005,F,NAIARA,701
2005,F,HELENA,673
2005,F,JUDITH,668
2005,F,ANNA,620
2005,F,AINA,614
2005,F,ERIKA,612
2005,F,LARA,597
2005,F,YAIZA,588
2005,F,PAOLA,576
2005,F,LEIRE,572
2005,F,MONICA,565
2005,F,BERTA,562
2005,F,DIANA,557
2005,F,JIMENA,555
2005,F,ANA MARIA,547
2005,F,ESTHER,536
2005,F,NAYARA,531
2005,F,NORA,528
2005,F,LOLA,520
2005,F,ABRIL,503
2005,F,JUDIT,487
2005,F,GABRIELA,484
2005,F,TERESA,477
2005,F,VALERIA,476
2005,F,TANIA,475
2005,F,ELSA,473
2005,F,REBECA,463
2005,F,GISELA,461
2005,F,BELEN,458
2005,F,LUNA,454
2005,F,SALMA,450
2005,F,FATIMA,448
2005,F,SHEILA,444
2005,F,SARAY,439
2005,F,SONIA,417
2005,F,MARIA DEL CARMEN,415
2005,F,NOEMI,405
2005,F,YANIRA,401
2005,F,VERONICA,393
2005,F,NADIA,391
2005,F,IRIA,383
2005,F,GEMA,382
2005,F,AFRICA,379
2005,M,ALEJANDRO,7312
2005,M,DANIEL,6579
2005,M,PABLO,6413
2005,M,DAVID,6134
2005,M,ADRIAN,4902
2005,M,JAVIER,4708
2005,M,ALVARO,4465
2005,M,SERGIO,3724
2005,M,CARLOS,3312
2005,M,MARCOS,3209
2005,M,IVAN,3174
2005,M,HUGO,3102
2005,M,DIEGO,2949
2005,M,JORGE,2890
2005,M,MIGUEL,2836
2005,M,MANUEL,2735
2005,M,MARIO,2624
2005,M,RAUL,2460
2005,M,ANTONIO,2364
2005,M,RUBEN,2290
2005,M,VICTOR,2157
2005,M,MARC,2101
2005,M,JUAN,2039
2005,M,IKER,2001
2005,M,SAMUEL,1928
2005,M,ALEX,1922
2005,M,ALBERTO,1848
2005,M,JESUS,1774
2005,M,ANGEL,1762
2005,M,NICOLAS,1659
2005,M,FRANCISCO,1625
2005,M,OSCAR,1612
2005,M,JAIME,1611
2005,M,HECTOR,1599
2005,M,JOSE,1597
2005,M,PAU,1457
2005,M,ISMAEL,1362
2005,M,GUILLERMO,1313
2005,M,PEDRO,1298
2005,M,JOEL,1271
2005,M,IGNACIO,1263
2005,M,LUIS,1259
2005,M,MIGUEL ANGEL,1235
2005,M,GONZALO,1229
2005,M,IZAN,1211
2005,M,RAFAEL,1205
2005,M,GABRIEL,1184
2005,M,AARON,1090
2005,M,ANDRES,1049
2005,M,FERNANDO,1032
2005,M,FRANCISCO JAVIER,1031
2005,M,LUCAS,1025
2005,M,POL,1009
2005,M,JOSE ANTONIO,1000
2005,M,RODRIGO,997
2005,M,CRISTIAN,995
2005,M,JOSE MANUEL,941
2005,M,AITOR,901
2005,M,JOAN,895
2005,M,SANTIAGO,853
2005,M,MARTIN,833
2005,M,EDUARDO,830
2005,M,ARNAU,817
2005,M,ERIC,817
2005,M,ROBERTO,808
2005,M,UNAI,792
2005,M,ENRIQUE,772
2005,M,JORDI,732
2005,M,ASIER,706
2005,M,ADRIA,676
2005,M,MOHAMED,657
2005,M,JOSE LUIS,643
2005,M,JUAN JOSE,642
2005,M,SERGI,625
2005,M,JOSE MARIA,624
2005,M,MARCO,623
2005,M,GERARD,611
2005,M,JAN,577
2005,M,JUAN MANUEL,560
2005,M,ORIOL,553
2005,M,KEVIN,549
2005,M,CHRISTIAN,532
2005,M,YERAY,526
2005,M,JUAN CARLOS,515
2005,M,JUAN ANTONIO,511
2005,M,MATEO,499
2005,M,MARTI,495
2005,M,DARIO,484
2005,M,XAVIER,484
2005,M,GUILLEM,480
2005,M,JOAQUIN,464
2005,M,ISAAC,463
2005,M,ALEIX,456
2005,M,ANDER,436
2005,M,BRUNO,436
2005,M,ADAM,431
2005,M,JON,427
2005,M,MIKEL,425
2005,M,FRANCISCO JOSE,418
2005,M,AIMAR,412
2006,F,LUCIA,9174
2006,F,MARIA,7503
2006,F,PAULA,6322
2006,F,LAURA,4992
2006,F,CLAUDIA,4616
2006,F,IRENE,4412
2006,F,MARTA,4235
2006,F,ALBA,4161
2006,F,SARA,4068
2006,F,CARLA,3487
2006,F,ANDREA,3173
2006,F,NEREA,2849
2006,F,JULIA,2565
2006,F,NATALIA,2522
2006,F,ELENA,2505
2006,F,ANA,2495
2006,F,SOFIA,2475
2006,F,CARMEN,2288
2006,F,DANIELA,2233
2006,F,MARINA,1943
2006,F,CRISTINA,1857
2006,F,AINHOA,1826
2006,F,AITANA,1808
2006,F,ANGELA,1785
2006,F,ROCIO,1779
2006,F,INES,1605
2006,F,ALEJANDRA,1572
2006,F,NURIA,1422
2006,F,ADRIANA,1349
2006,F,SANDRA,1319
2006,F,CANDELA,1314
2006,F,LAIA,1300
2006,F,ARIADNA,1225
2006,F,MARTINA,1185
2006,F,CELIA,1177
2006,F,ALICIA,1134
2006,F,CLARA,1122
2006,F,AINARA,1097
2006,F,EVA,1085
2006,F,NOA,1085
2006,F,NOELIA,1057
2006,F,CARLOTA,1043
2006,F,MIRIAM,1028
2006,F,PATRICIA,1028
2006,F,BLANCA,1025
2006,F,ISABEL,987
2006,F,SILVIA,978
2006,F,RAQUEL,965
2006,F,LORENA,944
2006,F,CAROLINA,861
2006,F,JIMENA,838
2006,F,LIDIA,810
2006,F,AROA,782
2006,F,EMMA,782
2006,F,VALERIA,770
2006,F,HELENA,753
2006,F,VICTORIA,742
2006,F,MAR,731
2006,F,BEATRIZ,720
2006,F,JUDITH,706
2006,F,NAIARA,694
2006,F,MIREIA,657
2006,F,PAOLA,652
2006,F,LOLA,638
2006,F,ANNA,622
2006,F,AINA,620
2006,F,SARAY,613
2006,F,LEIRE,608
2006,F,LARA,603
2006,F,ERIKA,596
2006,F,NORA,590
2006,F,BERTA,589
2006,F,NAYARA,587
2006,F,ANA MARIA,585
2006,F,LUNA,566
2006,F,ESTHER,557
2006,F,ELSA,553
2006,F,GABRIELA,551
2006,F,YAIZA,546
2006,F,ABRIL,544
2006,F,MONICA,522
2006,F,YANIRA,520
2006,F,SALMA,508
2006,F,AFRICA,504
2006,F,DIANA,497
2006,F,TANIA,485
2006,F,IRIA,474
2006,F,SHEILA,459
2006,F,LEYRE,452
2006,F,FATIMA,437
2006,F,TERESA,437
2006,F,AYA,427
2006,F,NADIA,426
2006,F,SONIA,399
2006,F,REBECA,390
2006,F,JANA,386
2006,F,ZAIRA,382
2006,F,JUDIT,381
2006,F,SORAYA,377
2006,F,GEMA,376
2006,M,ALEJANDRO,7306
2006,M,DANIEL,6616
2006,M,PABLO,6261
2006,M,DAVID,5816
2006,M,ADRIAN,4866
2006,M,ALVARO,4458
2006,M,JAVIER,4360
2006,M,SERGIO,3957
2006,M,HUGO,3898
2006,M,DIEGO,3163
2006,M,CARLOS,3146
2006,M,MARCOS,3117
2006,M,MARIO,2984
2006,M,IVAN,2928
2006,M,MANUEL,2858
2006,M,MIGUEL,2783
2006,M,JORGE,2754
2006,M,RUBEN,2456
2006,M,IKER,2420
2006,M,RAUL,2412
2006,M,VICTOR,2385
2006,M,ANTONIO,2268
2006,M,JUAN,2109
2006,M,HECTOR,2092
2006,M,MARC,2078
2006,M,SAMUEL,2011
2006,M,ALEX,1854
2006,M,OSCAR,1756
2006,M,JESUS,1749
2006,M,ALBERTO,1735
2006,M,NICOLAS,1723
2006,M,ANGEL,1666
2006,M,JAIME,1656
2006,M,JOSE,1586
2006,M,FRANCISCO,1528
2006,M,GONZALO,1521
2006,M,GUILLERMO,1508
2006,M,IZAN,1478
2006,M,LUCAS,1477
2006,M,PAU,1448
2006,M,GABRIEL,1395
2006,M,RODRIGO,1320
2006,M,JOEL,1310
2006,M,ISMAEL,1308
2006,M,IGNACIO,1306
2006,M,PEDRO,1303
2006,M,AARON,1226
2006,M,LUIS,1222
2006,M,MIGUEL ANGEL,1143
2006,M,RAFAEL,1119
2006,M,FERNANDO,1045
2006,M,CRISTIAN,1010
2006,M,FRANCISCO JAVIER,996
2006,M,AITOR,985
2006,M,ANDRES,981
2006,M,POL,948
2006,M,JOAN,928
2006,M,MARTIN,918
2006,M,ARNAU,917
2006,M,ERIC,894
2006,M,JOSE ANTONIO,892
2006,M,JOSE MANUEL,862
2006,M,DARIO,826
2006,M,MOHAMED,822
2006,M,UNAI,799
2006,M,SANTIAGO,787
2006,M,ROBERTO,771
2006,M,EDUARDO,768
2006,M,ASIER,752
2006,M,ENRIQUE,730
2006,M,JORDI,728
2006,M,MARCO,691
2006,M,MATEO,687
2006,M,ADAM,663
2006,M,ADRIA,657
2006,M,ORIOL,636
2006,M,MARTI,597
2006,M,JUAN JOSE,588
2006,M,JAN,582
2006,M,GERARD,567
2006,M,SERGI,567
2006,M,KEVIN,560
2006,M,JOSE LUIS,546
2006,M,BIEL,539
2006,M,CHRISTIAN,532
2006,M,JUAN MANUEL,522
2006,M,JOSE MARIA,513
2006,M,GUILLEM,512
2006,M,AIMAR,509
2006,M,ISAAC,507
2006,M,XAVIER,499
2006,M,YERAY,494
2006,M,ERIK,490
2006,M,JUAN ANTONIO,478
2006,M,BRUNO,465
2006,M,SAUL,464
2006,M,JOAQUIN,463
2006,M,ROGER,462
2006,M,JUAN CARLOS,455
2006,M,MIKEL,440
2007,F,LUCIA,8229
2007,F,MARIA,6957
2007,F,PAULA,6447
2007,F,SARA,4617
2007,F,LAURA,4352
2007,F,CLAUDIA,4149
2007,F,IRENE,3968
2007,F,MARTA,3924
2007,F,ALBA,3909
2007,F,CARLA,3652
2007,F,ANDREA,2887
2007,F,JULIA,2646
2007,F,ANA,2621
2007,F,SOFIA,2589
2007,F,NEREA,2576
2007,F,DANIELA,2528
2007,F,NATALIA,2427
2007,F,CARMEN,2399
2007,F,ELENA,2294
2007,F,ROCIO,1879
2007,F,AINHOA,1850
2007,F,AITANA,1804
2007,F,MARINA,1779
2007,F,INES,1754
2007,F,ANGELA,1738
2007,F,CRISTINA,1693
2007,F,MARTINA,1640
2007,F,ALEJANDRA,1622
2007,F,ADRIANA,1556
2007,F,NOA,1544
2007,F,CANDELA,1415
2007,F,NURIA,1320
2007,F,ARIADNA,1258
2007,F,LAIA,1206
